Plan_Rental,Plan_Rental_GST,Plan_Type,Plan_Name,Go_Live_Date,Pack_Closure_Date,Active_Inactive,Go_Live_Circle,Plan_Brief,Plan_SOC_ID,Category,Category_Name,Category_Value,Plan_ID,Product_Type,Customer_Type,Segment,Brand,Operator,Validity_Days,Data_Benefit,Daily_Data_Limit,Total_Data_Limit,Data_Unit,Voice_Benefit,SMS_Benefit,SMS_Limit,5G_Eligible,4G_Eligible,OTT_Benefit,OTT_Platform,Roaming_Benefit,ISD_Benefit,Night_Data,Weekend_Data,Data_Rollover,Speed_Post_Limit,Activation_Channel,Recharge_Channel,Market,Circle_Count,Launch_Quarter,Closure_Reason,Plan_Status,Auto_Renewal,FUP_Limit,FUP_Speed,Additional_Benefits,Created_Date,Last_Updated_Date
351,₹351.00 (GST Inclusive @18% | Base ₹297.46 + GST ₹53.54),Data,Vi Hero Unlimited Data Booster 351,17-Feb-25,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",Data Only | 50GB Total (Full Validity) | Unlimited 5G,26114113,1.Telco Benefits,1.Voice,No Voice Benefit (Data Only Pack),PLN-PRE-00028,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,56,50GB Total (Full Validity),NA,50,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,Yes,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Website | Netbanking,Pan India,23,Q4 FY2024-25,NA,Live,Yes,50GB/Validity,64 Kbps,NA,07-Dec-24,11-Jan-26
351,₹351.00 (GST Inclusive @18% | Base ₹297.46 + GST ₹53.54),Data,Vi Hero Unlimited Data Booster 351,17-Feb-25,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",Data Only | 50GB Total (Full Validity) | Unlimited 5G,26114113,1.Telco Benefits,2.Data,Total Data: 50GB for Full Validity,PLN-PRE-00028,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,56,50GB Total (Full Validity),NA,50,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,Yes,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Website | Netbanking,Pan India,23,Q4 FY2024-25,NA,Live,Yes,50GB/Validity,64 Kbps,NA,07-Dec-24,11-Jan-26
351,₹351.00 (GST Inclusive @18% | Base ₹297.46 + GST ₹53.54),Data,Vi Hero Unlimited Data Booster 351,17-Feb-25,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",Data Only | 50GB Total (Full Validity) | Unlimited 5G,26114113,1.Telco Benefits,2.Data,Unlimited 5G Browsing in 5G Coverage Areas,PLN-PRE-00028,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,56,50GB Total (Full Validity),NA,50,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,Yes,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Website | Netbanking,Pan India,23,Q4 FY2024-25,NA,Live,Yes,50GB/Validity,64 Kbps,NA,07-Dec-24,11-Jan-26
351,₹351.00 (GST Inclusive @18% | Base ₹297.46 + GST ₹53.54),Data,Vi Hero Unlimited Data Booster 351,17-Feb-25,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",Data Only | 50GB Total (Full Validity) | Unlimited 5G,26114113,1.Telco Benefits,4.Validity,Pack Valid for 56 Days,PLN-PRE-00028,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,56,50GB Total (Full Validity),NA,50,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,Yes,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Website | Netbanking,Pan India,23,Q4 FY2024-25,NA,Live,Yes,50GB/Validity,64 Kbps,NA,07-Dec-24,11-Jan-26
351,₹351.00 (GST Inclusive @18% | Base ₹297.46 + GST ₹53.54),Data,Vi Hero Unlimited Data Booster 351,17-Feb-25,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",Data Only | 50GB Total (Full Validity) | Unlimited 5G,26114113,1.Telco Benefits,5.FUP,Beyond 50GB/Validity: Speed Capped at 64 Kbps,PLN-PRE-00028,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,56,50GB Total (Full Validity),NA,50,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,Yes,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Website | Netbanking,Pan India,23,Q4 FY2024-25,NA,Live,Yes,50GB/Validity,64 Kbps,NA,07-Dec-24,11-Jan-26
2999,₹2999.00 (GST Inclusive @18% | Base ₹2541.53 + GST ₹457.47),Combo,Vi Hero Unlimited International Roaming 2999,27-Mar-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",100 IR Mins | 5GB Total (Full Validity) | 100 SMS,26114908,1.Telco Benefits,1.Voice,International Roaming: 100 Mins Outgoing + Free Incoming,PLN-PRE-00029,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,10,5GB Total (Full Validity),NA,5,GB,International Roaming Minutes,100 SMS (International),100,No,Yes,No,NA,International Roaming (60+ Countries),ISD @ Roaming Rate,NA,NA,No,64 Kbps,Mini Store,MyApp | Debit Card,Pan India,23,Q4 FY2025-26,NA,Live,Yes,5GB/Validity,64 Kbps,NA,05-Feb-26,20-Aug-26
2999,₹2999.00 (GST Inclusive @18% | Base ₹2541.53 + GST ₹457.47),Combo,Vi Hero Unlimited International Roaming 2999,27-Mar-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",100 IR Mins | 5GB Total (Full Validity) | 100 SMS,26114908,1.Telco Benefits,2.Data,5GB Total (Full Validity),PLN-PRE-00029,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,10,5GB Total (Full Validity),NA,5,GB,International Roaming Minutes,100 SMS (International),100,No,Yes,No,NA,International Roaming (60+ Countries),ISD @ Roaming Rate,NA,NA,No,64 Kbps,Mini Store,MyApp | Debit Card,Pan India,23,Q4 FY2025-26,NA,Live,Yes,5GB/Validity,64 Kbps,NA,05-Feb-26,20-Aug-26
2999,₹2999.00 (GST Inclusive @18% | Base ₹2541.53 + GST ₹457.47),Combo,Vi Hero Unlimited International Roaming 2999,27-Mar-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",100 IR Mins | 5GB Total (Full Validity) | 100 SMS,26114908,1.Telco Benefits,3.SMS,100 SMS - IR Pack,PLN-PRE-00029,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,10,5GB Total (Full Validity),NA,5,GB,International Roaming Minutes,100 SMS (International),100,No,Yes,No,NA,International Roaming (60+ Countries),ISD @ Roaming Rate,NA,NA,No,64 Kbps,Mini Store,MyApp | Debit Card,Pan India,23,Q4 FY2025-26,NA,Live,Yes,5GB/Validity,64 Kbps,NA,05-Feb-26,20-Aug-26
2999,₹2999.00 (GST Inclusive @18% | Base ₹2541.53 + GST ₹457.47),Combo,Vi Hero Unlimited International Roaming 2999,27-Mar-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",100 IR Mins | 5GB Total (Full Validity) | 100 SMS,26114908,1.Telco Benefits,4.Validity,Pack Valid for 10 Days,PLN-PRE-00029,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,10,5GB Total (Full Validity),NA,5,GB,International Roaming Minutes,100 SMS (International),100,No,Yes,No,NA,International Roaming (60+ Countries),ISD @ Roaming Rate,NA,NA,No,64 Kbps,Mini Store,MyApp | Debit Card,Pan India,23,Q4 FY2025-26,NA,Live,Yes,5GB/Validity,64 Kbps,NA,05-Feb-26,20-Aug-26
2999,₹2999.00 (GST Inclusive @18% | Base ₹2541.53 + GST ₹457.47),Combo,Vi Hero Unlimited International Roaming 2999,27-Mar-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",100 IR Mins | 5GB Total (Full Validity) | 100 SMS,26114908,1.Telco Benefits,5.FUP,Beyond 5GB/Validity: Speed Capped at 64 Kbps,PLN-PRE-00029,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,10,5GB Total (Full Validity),NA,5,GB,International Roaming Minutes,100 SMS (International),100,No,Yes,No,NA,International Roaming (60+ Countries),ISD @ Roaming Rate,NA,NA,No,64 Kbps,Mini Store,MyApp | Debit Card,Pan India,23,Q4 FY2025-26,NA,Live,Yes,5GB/Validity,64 Kbps,NA,05-Feb-26,20-Aug-26
2999,₹2999.00 (GST Inclusive @18% | Base ₹2541.53 + GST ₹457.47),Combo,Vi Hero Unlimited International Roaming 2999,27-Mar-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",100 IR Mins | 5GB Total (Full Validity) | 100 SMS,26114908,3.Roaming Benefits,1.Roaming,Global Roaming (60+ Countries) - Incoming Free,PLN-PRE-00029,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,10,5GB Total (Full Validity),NA,5,GB,International Roaming Minutes,100 SMS (International),100,No,Yes,No,NA,International Roaming (60+ Countries),ISD @ Roaming Rate,NA,NA,No,64 Kbps,Mini Store,MyApp | Debit Card,Pan India,23,Q4 FY2025-26,NA,Live,Yes,5GB/Validity,64 Kbps,NA,05-Feb-26,20-Aug-26
2999,₹2999.00 (GST Inclusive @18% | Base ₹2541.53 + GST ₹457.47),Combo,Vi Hero Unlimited International Roaming 2999,27-Mar-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",100 IR Mins | 5GB Total (Full Validity) | 100 SMS,26114908,4.ISD Benefits,1.ISD,ISD Rate: ₹5 Per Minute (While Roaming),PLN-PRE-00029,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,10,5GB Total (Full Validity),NA,5,GB,International Roaming Minutes,100 SMS (International),100,No,Yes,No,NA,International Roaming (60+ Countries),ISD @ Roaming Rate,NA,NA,No,64 Kbps,Mini Store,MyApp | Debit Card,Pan India,23,Q4 FY2025-26,NA,Live,Yes,5GB/Validity,64 Kbps,NA,05-Feb-26,20-Aug-26
595,₹595.00 (GST Inclusive @18% | Base ₹504.24 + GST ₹90.76),Voice,Vi Hero Unlimited ISD Combo 595,18-Aug-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",500 ISD Mins | 1GB Total (Full Validity) | 300 SMS,26115665,1.Telco Benefits,1.Voice,500 ISD Mins to USA/Canada/UK,PLN-PRE-00030,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,28,1GB Total (Full Validity),NA,1,GB,ISD Minutes Bundle,300 SMS (Full Validity),300,No,Yes,No,NA,Free National Roaming,500 ISD Mins Bundle,NA,NA,No,64 Kbps,Website,Retail Outlet | Cash,Pan India,23,Q2 FY2024-25,NA,Live,Yes,1GB/Validity,64 Kbps,NA,13-Jun-24,26-Nov-25
595,₹595.00 (GST Inclusive @18% | Base ₹504.24 + GST ₹90.76),Voice,Vi Hero Unlimited ISD Combo 595,18-Aug-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",500 ISD Mins | 1GB Total (Full Validity) | 300 SMS,26115665,1.Telco Benefits,2.Data,1GB Total (Full Validity),PLN-PRE-00030,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,28,1GB Total (Full Validity),NA,1,GB,ISD Minutes Bundle,300 SMS (Full Validity),300,No,Yes,No,NA,Free National Roaming,500 ISD Mins Bundle,NA,NA,No,64 Kbps,Website,Retail Outlet | Cash,Pan India,23,Q2 FY2024-25,NA,Live,Yes,1GB/Validity,64 Kbps,NA,13-Jun-24,26-Nov-25
595,₹595.00 (GST Inclusive @18% | Base ₹504.24 + GST ₹90.76),Voice,Vi Hero Unlimited ISD Combo 595,18-Aug-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",500 ISD Mins | 1GB Total (Full Validity) | 300 SMS,26115665,1.Telco Benefits,3.SMS,SMS: 300 (Validity Based),PLN-PRE-00030,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,28,1GB Total (Full Validity),NA,1,GB,ISD Minutes Bundle,300 SMS (Full Validity),300,No,Yes,No,NA,Free National Roaming,500 ISD Mins Bundle,NA,NA,No,64 Kbps,Website,Retail Outlet | Cash,Pan India,23,Q2 FY2024-25,NA,Live,Yes,1GB/Validity,64 Kbps,NA,13-Jun-24,26-Nov-25
595,₹595.00 (GST Inclusive @18% | Base ₹504.24 + GST ₹90.76),Voice,Vi Hero Unlimited ISD Combo 595,18-Aug-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",500 ISD Mins | 1GB Total (Full Validity) | 300 SMS,26115665,1.Telco Benefits,4.Validity,28 Days Validity,PLN-PRE-00030,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,28,1GB Total (Full Validity),NA,1,GB,ISD Minutes Bundle,300 SMS (Full Validity),300,No,Yes,No,NA,Free National Roaming,500 ISD Mins Bundle,NA,NA,No,64 Kbps,Website,Retail Outlet | Cash,Pan India,23,Q2 FY2024-25,NA,Live,Yes,1GB/Validity,64 Kbps,NA,13-Jun-24,26-Nov-25
595,₹595.00 (GST Inclusive @18% | Base ₹504.24 + GST ₹90.76),Voice,Vi Hero Unlimited ISD Combo 595,18-Aug-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",500 ISD Mins | 1GB Total (Full Validity) | 300 SMS,26115665,1.Telco Benefits,5.FUP,Beyond 1GB/Validity: Speed Capped at 64 Kbps,PLN-PRE-00030,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,28,1GB Total (Full Validity),NA,1,GB,ISD Minutes Bundle,300 SMS (Full Validity),300,No,Yes,No,NA,Free National Roaming,500 ISD Mins Bundle,NA,NA,No,64 Kbps,Website,Retail Outlet | Cash,Pan India,23,Q2 FY2024-25,NA,Live,Yes,1GB/Validity,64 Kbps,NA,13-Jun-24,26-Nov-25
595,₹595.00 (GST Inclusive @18% | Base ₹504.24 + GST ₹90.76),Voice,Vi Hero Unlimited ISD Combo 595,18-Aug-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",500 ISD Mins | 1GB Total (Full Validity) | 300 SMS,26115665,3.Roaming Benefits,1.Roaming,Free National Roaming (Incoming+Outgoing),PLN-PRE-00030,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,28,1GB Total (Full Validity),NA,1,GB,ISD Minutes Bundle,300 SMS (Full Validity),300,No,Yes,No,NA,Free National Roaming,500 ISD Mins Bundle,NA,NA,No,64 Kbps,Website,Retail Outlet | Cash,Pan India,23,Q2 FY2024-25,NA,Live,Yes,1GB/Validity,64 Kbps,NA,13-Jun-24,26-Nov-25
595,₹595.00 (GST Inclusive @18% | Base ₹504.24 + GST ₹90.76),Voice,Vi Hero Unlimited ISD Combo 595,18-Aug-24,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",500 ISD Mins | 1GB Total (Full Validity) | 300 SMS,26115665,4.ISD Benefits,1.ISD,"500 Mins ISD (US/CA/UK), ₹2/min Extra",PLN-PRE-00030,Prepaid,Retail,International,Vi Hero Unlimited,Vodafone Idea,28,1GB Total (Full Validity),NA,1,GB,ISD Minutes Bundle,300 SMS (Full Validity),300,No,Yes,No,NA,Free National Roaming,500 ISD Mins Bundle,NA,NA,No,64 Kbps,Website,Retail Outlet | Cash,Pan India,23,Q2 FY2024-25,NA,Live,Yes,1GB/Validity,64 Kbps,NA,13-Jun-24,26-Nov-25
299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,Individual,Vi Max 299,05-Jan-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 30GB Total (Full Validity) | 3000SMS,26115814,1.Telco Benefits,1.Voice,"Unlimited Calls - Local, STD, National Roaming",PLN-POST-00001,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,30,30GB Total (Full Validity),NA,30,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,Call Center,Third Party App (PhonePe/Paytm),Pan India,23,Q4 FY2025-26,NA,Live,Yes,30GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,07-Dec-25,29-Apr-26
299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,Individual,Vi Max 299,05-Jan-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 30GB Total (Full Validity) | 3000SMS,26115814,1.Telco Benefits,2.Data,30GB Total (Full Validity),PLN-POST-00001,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,30,30GB Total (Full Validity),NA,30,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,Call Center,Third Party App (PhonePe/Paytm),Pan India,23,Q4 FY2025-26,NA,Live,Yes,30GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,07-Dec-25,29-Apr-26
299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,Individual,Vi Max 299,05-Jan-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 30GB Total (Full Validity) | 3000SMS,26115814,1.Telco Benefits,3.SMS,3K SMS Bundled,PLN-POST-00001,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,30,30GB Total (Full Validity),NA,30,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,Call Center,Third Party App (PhonePe/Paytm),Pan India,23,Q4 FY2025-26,NA,Live,Yes,30GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,07-Dec-25,29-Apr-26
299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,Individual,Vi Max 299,05-Jan-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 30GB Total (Full Validity) | 3000SMS,26115814,1.Telco Benefits,4.Validity,Validity: 30 Days,PLN-POST-00001,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,30,30GB Total (Full Validity),NA,30,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,Call Center,Third Party App (PhonePe/Paytm),Pan India,23,Q4 FY2025-26,NA,Live,Yes,30GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,07-Dec-25,29-Apr-26
299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,Individual,Vi Max 299,05-Jan-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 30GB Total (Full Validity) | 3000SMS,26115814,1.Telco Benefits,5.FUP,"FUP Limit 30GB/Validity, Throttled to 64 Kbps Thereafter",PLN-POST-00001,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,30,30GB Total (Full Validity),NA,30,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,Call Center,Third Party App (PhonePe/Paytm),Pan India,23,Q4 FY2025-26,NA,Live,Yes,30GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,07-Dec-25,29-Apr-26
299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,Individual,Vi Max 299,05-Jan-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 30GB Total (Full Validity) | 3000SMS,26115814,3.Roaming Benefits,1.Roaming,Free National Roaming (Incoming+Outgoing),PLN-POST-00001,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,30,30GB Total (Full Validity),NA,30,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,Call Center,Third Party App (PhonePe/Paytm),Pan India,23,Q4 FY2025-26,NA,Live,Yes,30GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,07-Dec-25,29-Apr-26
299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,Individual,Vi Max 299,05-Jan-26,NA,Active,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 30GB Total (Full Validity) | 3000SMS,26115814,5.Additional Benefits,1.Additional Benefits,Monthly Bill on Single Invoice | Unused Data Rollover,PLN-POST-00001,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,30,30GB Total (Full Validity),NA,30,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,Call Center,Third Party App (PhonePe/Paytm),Pan India,23,Q4 FY2025-26,NA,Live,Yes,30GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,07-Dec-25,29-Apr-26
401,₹401.00 + GST ₹72.18 (18%) = ₹473.18,Individual,Vi Max 401,06-Jul-26,NA,Active,"ANE, APR, KAR, TN",UL Calls | 40GB Total (Full Validity) | 3000SMS,26116570,1.Telco Benefits,1.Voice,Unlimited Voice (L+STD+NR),PLN-POST-00002,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,30,40GB Total (Full Validity),NA,40,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,USSD *199#,MyApp | Debit Card,South,4,Q2 FY2026-27,NA,Live,Yes,40GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,05-May-26,10-Jul-26
401,₹401.00 + GST ₹72.18 (18%) = ₹473.18,Individual,Vi Max 401,06-Jul-26,NA,Active,"ANE, APR, KAR, TN",UL Calls | 40GB Total (Full Validity) | 3000SMS,26116570,1.Telco Benefits,2.Data,40GB Total (Full Validity),PLN-POST-00002,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,30,40GB Total (Full Validity),NA,40,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,USSD *199#,MyApp | Debit Card,South,4,Q2 FY2026-27,NA,Live,Yes,40GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,05-May-26,10-Jul-26
401,₹401.00 + GST ₹72.18 (18%) = ₹473.18,Individual,Vi Max 401,06-Jul-26,NA,Active,"ANE, APR, KAR, TN",UL Calls | 40GB Total (Full Validity) | 3000SMS,26116570,1.Telco Benefits,3.SMS,3000 SMS,PLN-POST-00002,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,30,40GB Total (Full Validity),NA,40,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,USSD *199#,MyApp | Debit Card,South,4,Q2 FY2026-27,NA,Live,Yes,40GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,05-May-26,10-Jul-26
401,₹401.00 + GST ₹72.18 (18%) = ₹473.18,Individual,Vi Max 401,06-Jul-26,NA,Active,"ANE, APR, KAR, TN",UL Calls | 40GB Total (Full Validity) | 3000SMS,26116570,1.Telco Benefits,4.Validity,Pack Valid for 30 Days,PLN-POST-00002,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,30,40GB Total (Full Validity),NA,40,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,USSD *199#,MyApp | Debit Card,South,4,Q2 FY2026-27,NA,Live,Yes,40GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,05-May-26,10-Jul-26
401,₹401.00 + GST ₹72.18 (18%) = ₹473.18,Individual,Vi Max 401,06-Jul-26,NA,Active,"ANE, APR, KAR, TN",UL Calls | 40GB Total (Full Validity) | 3000SMS,26116570,1.Telco Benefits,5.FUP,Post 40GB/Validity FUP - Speed Reduced to 64 Kbps,PLN-POST-00002,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,30,40GB Total (Full Validity),NA,40,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,Yes,64 Kbps,USSD *199#,MyApp | Debit Card,South,4,Q2 FY2026-27,NA,Live,Yes,40GB/Validity,64 Kbps,Monthly Bill on Single Invoice | Unused Data Rollover,05-May-26,10-Jul-26
