Plan_SOC_ID,Plan_ID,Plan_Name,Plan_Type,Product_Type,Customer_Type,Segment,Brand,Operator,Plan_Rental,Plan_Rental_GST,Base_Tariff,Validity_Days,Voice_Benefit,Data_Benefit,Daily_Data_Limit,Total_Data_Limit,Data_Unit,SMS_Benefit,SMS_Limit,FUP_Limit,FUP_Speed,Data_Rollover,Night_Data,Weekend_Data,Video_Benefit,5G_Eligible,4G_Eligible,OTT_Benefit,OTT_Platform,OTTS_Detail,Roaming_Benefit,ISD_Benefit,Additional_Benefits,Additional_Information,Activation_Channel,Activation_ViApp,Activation_Website,Activation_SCRM,Activation_TAT,Recharge_Channel,Tagging_Enquiry,Tagging_Request,Tagging_Complaint,Go_Live_Circle,Circle_Count,Market,Go_Live_Date,Launch_Quarter,Active_Inactive,Plan_Status,Auto_Renewal,Pack_Closure_Date,Closure_Reason,Speed_Post_Limit,Created_Date,Last_Updated_Date,Plan_Brief
26126082,PLN-PRE-00038,Vi Hero Unlimited 179 (Legacy),Voice,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,179,₹179.00 (GST Inclusive @18% | Base ₹151.69 + GST ₹27.31),₹179.00 (GST Inclusive @18% | Base ₹151.69 + GST ₹27.31),28,Unlimited Calls (Local+STD+NR),1.5GB Total (Full Validity),No Daily Cap (Total 1.5 GB Pool),1.5,GB,300 SMS (Full Validity),300,1.5GB/Validity,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"BIH, KOL, ORI, ROB, WB",5,East,23-Feb-24,Q4 FY2023-24,Inactive,Grandfathered,No,27-Mar-26,Replaced by Revised Pack,64 Kbps,06-Dec-23,04-May-26,UL Calls | 1.5GB Total (Full Validity) | 300 SMS
26126968,PLN-POST-00014,Vi Max 1501 (Legacy),Corporate,Postpaid,Corporate,Enterprise,Vi Max,Vodafone Idea,1501,₹1501.00 + GST ₹270.18 (18%) = ₹1771.18,₹1501.00 + GST ₹270.18 (18%) = ₹1771.18,30,Unlimited Calls (Local+STD+NR),150GB Total (Full Validity),No Daily Cap (Total 150 GB Pool),150,GB,3000 SMS (Full Validity),3000,150GB/Validity,64 Kbps,Yes,Not Included,Not Included,Standard Video Streaming (SD),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming + IR Discount,Discounted ISD Rate,Monthly Bill on Single Invoice | Priority Customer Care | Unused Data Rollover,Monthly Bill on Single Invoice | Priority Customer Care | Unused Data Rollover,Website,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"BIH, KOL, NE, ORI, ROB, WB",6,East,22-Mar-24,Q4 FY2023-24,Inactive,Withdrawn,Yes,22-Mar-25,Replaced by Revised Pack,64 Kbps,13-Feb-24,27-Mar-25,UL Calls | 150GB Total (Full Validity) | 3000SMS | Unlimited 5G
26127375,PLN-PRE-00039,Vi Hero Unlimited 399 (Legacy),Unlimited,Prepaid,Retail,Youth,Vi Hero Unlimited,Vodafone Idea,399,₹399.00 (GST Inclusive @18% | Base ₹338.14 + GST ₹60.86),₹399.00 (GST Inclusive @18% | Base ₹338.14 + GST ₹60.86),28,Unlimited Calls (Local+STD+NR),2GB/Day High-Speed Data,2 GB/Day,56,GB,100 SMS/Day,2800,2GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,USSD *199#,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,MyApp | Debit Card,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,16-Dec-23,Q3 FY2023-24,Inactive,Grandfathered,No,20-Jan-25,Low Subscriber Uptake,64 Kbps,20-Sep-23,01-Feb-25,UL Calls | 2GB/Day High-Speed Data | 100 SMS/Day
26128133,PLN-PRE-00040,Vi Hero Unlimited 299 (Legacy),Unlimited,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,299,₹299.00 (GST Inclusive @18% | Base ₹253.39 + GST ₹45.61),₹299.00 (GST Inclusive @18% | Base ₹253.39 + GST ₹45.61),28,Unlimited Calls (Local+STD+NR),1GB/Day High-Speed Data,1 GB/Day,28,GB,100 SMS/Day,2800,1GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,MyApp,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,11-Aug-23,Q2 FY2023-24,Inactive,Withdrawn,Yes,25-Jan-26,Low Subscriber Uptake,64 Kbps,15-May-23,27-Jan-26,UL Calls | 1GB/Day High-Speed Data | 100 SMS/Day
26128496,PLN-PRE-00041,Vi Hero Unlimited 99 (Legacy),Voice,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,99,₹99.00 (GST Inclusive @18% | Base ₹83.90 + GST ₹15.10),₹99.00 (GST Inclusive @18% | Base ₹83.90 + GST ₹15.10),18,Pay-As-You-Go Calls,0.2GB Total (Full Validity),No Daily Cap (Total 0.2 GB Pool),0.2,GB,No SMS Benefit,0,0.2GB/Validity,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,MyApp,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Website | Netbanking,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,03-Apr-24,Q1 FY2024-25,Inactive,Grandfathered,No,15-Nov-25,Portfolio Rationalisation,64 Kbps,23-Feb-24,27-Dec-25,PAYG Calls | 0.2GB Total (Full Validity)
26128879,PLN-PRE-00042,Vi Hero Unlimited Annual 3199 (Legacy),Unlimited,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,3199,₹3199.00 (GST Inclusive @18% | Base ₹2711.02 + GST ₹487.98),₹3199.00 (GST Inclusive @18% | Base ₹2711.02 + GST ₹487.98),365,Unlimited Calls (Local+STD+NR),1.5GB/Day High-Speed Data,1.5 GB/Day,547.5,GB,100 SMS/Day,36500,1.5GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,USSD *199#,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Retail Outlet | Cash,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"DEL, HAR, HP, J&K, PUN, RAJ, UPE, UPW",8,North,20-Dec-23,Q3 FY2023-24,Inactive,Grandfathered,No,01-Jan-26,Migrated to 5G Pack Portfolio,64 Kbps,13-Oct-23,04-Feb-26,UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G
26129534,PLN-POST-00015,Vi Max 401 (Legacy),Individual,Postpaid,Retail,Mass,Vi Max,Vodafone Idea,401,₹401.00 + GST ₹72.18 (18%) = ₹473.18,₹401.00 + GST ₹72.18 (18%) = ₹473.18,30,Unlimited Calls (Local+STD+NR),30GB Total (Full Validity),No Daily Cap (Total 30 GB Pool),30,GB,3000 SMS (Full Validity),3000,30GB/Validity,64 Kbps,Yes,Not Included,Not Included,Standard Video Streaming (SD),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Monthly Bill on Single Invoice | Unused Data Rollover,Monthly Bill on Single Invoice | Unused Data Rollover,Website,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Website | Netbanking,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,05-Mar-23,Q4 FY2022-23,Inactive,Withdrawn,Yes,13-Nov-24,Low Subscriber Uptake,64 Kbps,13-Jan-23,17-Dec-24,UL Calls | 30GB Total (Full Validity) | 3000SMS
26130178,PLN-PRE-00043,Vi Hero Unlimited 449 (Legacy),Unlimited,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,449,₹449.00 (GST Inclusive @18% | Base ₹380.51 + GST ₹68.49),₹449.00 (GST Inclusive @18% | Base ₹380.51 + GST ₹68.49),56,Unlimited Calls (Local+STD+NR),1GB/Day High-Speed Data,1 GB/Day,56,GB,100 SMS/Day,5600,1GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Mini Store,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Retail Outlet | Cash,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"BIH, KOL, WB",3,East,24-Oct-23,Q3 FY2023-24,Inactive,Grandfathered,No,28-Aug-25,Regulatory Tariff Revision,64 Kbps,30-Jul-23,16-Sep-25,UL Calls | 1GB/Day High-Speed Data | 100 SMS/Day
26131051,PLN-PRE-00044,Vi Hero Unlimited Data Booster 29 (Legacy),Data,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,29,₹29.00 (GST Inclusive @18% | Base ₹24.58 + GST ₹4.42),₹29.00 (GST Inclusive @18% | Base ₹24.58 + GST ₹4.42),2,No Voice Benefit (Data Only Pack),1.5GB Total (Full Validity),No Daily Cap (Total 1.5 GB Pool),1.5,GB,No SMS Benefit,0,1.5GB/Validity,64 Kbps,No,Not Included,Not Included,Standard Video Streaming (SD),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Not Included,Not Included,No Additional Benefit,No Additional Information,Website,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Retail Outlet | Cash,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"KOL, ORI, ROB",3,East,08-Feb-24,Q4 FY2023-24,Inactive,Withdrawn,Yes,29-Sep-24,Circle-wise Pack Harmonisation,64 Kbps,05-Dec-23,03-Oct-24,Data Only | 1.5GB Total (Full Validity)
26131687,PLN-PRE-00045,Vi Hero Unlimited 499 (Legacy),Unlimited,Prepaid,Retail,Mass,Vi Hero Unlimited,Vodafone Idea,499,₹499.00 (GST Inclusive @18% | Base ₹422.88 + GST ₹76.12),₹499.00 (GST Inclusive @18% | Base ₹422.88 + GST ₹76.12),56,Unlimited Calls (Local+STD+NR),1.5GB/Day High-Speed Data,1.5 GB/Day,84,GB,100 SMS/Day,5600,1.5GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Retail Outlet | Cash,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"GUJ, MAH, MUM",3,West,15-Apr-23,Q1 FY2023-24,Inactive,Withdrawn,Yes,02-Feb-25,Replaced by Revised Pack,64 Kbps,17-Mar-23,06-Feb-25,UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G
26132160,PLN-POST-00016,Vi Max 299 (Legacy),Individual,Postpaid,Retail,Entry,Vi Max,Vodafone Idea,299,₹299.00 + GST ₹53.82 (18%) = ₹352.82,₹299.00 + GST ₹53.82 (18%) = ₹352.82,30,Unlimited Calls (Local+STD+NR),22.5GB Total (Full Validity),No Daily Cap (Total 22.5 GB Pool),22.5,GB,3000 SMS (Full Validity),3000,22.5GB/Validity,64 Kbps,Yes,Not Included,Not Included,Standard Video Streaming (SD),No,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Monthly Bill on Single Invoice | Unused Data Rollover,Monthly Bill on Single Invoice | Unused Data Rollover,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Third Party App (PhonePe/Paytm),Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,02-Apr-24,Q1 FY2024-25,Inactive,Grandfathered,Yes,19-Feb-25,Low Subscriber Uptake,64 Kbps,20-Jan-24,30-Mar-25,UL Calls | 22.5GB Total (Full Validity) | 3000SMS
26132690,PLN-PRE-00046,Vi Hero Unlimited 1199 (Legacy),Unlimited,Prepaid,Retail,Premium,Vi Hero Unlimited,Vodafone Idea,1199,₹1199.00 (GST Inclusive @18% | Base ₹1016.10 + GST ₹182.90),₹1199.00 (GST Inclusive @18% | Base ₹1016.10 + GST ₹182.90),84,Unlimited Calls (Local+STD+NR),2.5GB/Day High-Speed Data,2.5 GB/Day,210,GB,100 SMS/Day,8400,2.5GB/Day,64 Kbps,No,Not Included,Not Included,Vi Movies & TV Access (Video Streaming),Yes,Yes,No,No OTT Bundled,No OTT Subscription Bundled,Free National Roaming,Not Included,Vi Movies & TV Access,Vi Movies & TV Access,Call Center,Self-Activation via Vi App,Activation via Vi Website,Assisted Activation via Store CRM,Instant to 24 Hours,Website | Netbanking,Plan/Benefit Enquiry | Balance & Validity Enquiry,Activation Request | Plan Change Request | OTT Activation Request,Network/Speed Complaint | Billing Complaint | Deactivation Complaint,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",23,Pan India,12-Jan-24,Q4 FY2023-24,Inactive,Withdrawn,No,04-Jan-26,Regulatory Tariff Revision,64 Kbps,12-Dec-23,20-Jan-26,UL Calls | 2.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G
